Diffusion_Number;Diffusion_Type;Odor_Detected;Odor_Notation;Notation_Time
1;2;-1;3;3.721418
2;1;-1;3;4.055854
3;0;-1;0;1.893298
4;2;1.515346;2;2.13929
5;0;-1;0;2.027627
6;2;-1;4;5.99321
7;1;-1;1;3.364628
8;0;-1;0;2.049862
9;1;-1;2;2.339423
10;0;-1;0;2.4957
11;2;-1;1;2.361671
12;1;-1;3;2.158596
13;2;-1;6;2.15739
14;0;-1;0;2.049155
15;2;2.76348;5;2.383897
16;1;-1;0;1.871532
17;0;-1;0;2.025054
18;1;-1;3;1.805179


